Restaurant ID,Restaurant Name,Is NCR,Locality,Is Rated,Coldstart_Risk_Score
3400025,Jahanpanah,False,Agra Cantt,True,0.006351478783899744
3400341,Rangrezz Restaurant,False,Agra Cantt,True,0.011723912215985122
3400005,Time2Eat - Mama Chicken,False,Agra Cantt,True,0.016634519409375326
3400021,Chokho Jeeman Marwari Jain Bhojanalya,False,Civil Lines,True,0.035099139494886855
3400017,Pinch Of Spice,False,Civil Lines,True,0.008572521669431343
3400325,MoMo Cafe,False,"Courtyard by Marriott Agra, Tajganj",True,0.01058127897036465
3400059,Peshawri - ITC Mughal,False,"ITC Mughal, Tajganj",True,0.004031367375386785
3400060,Taj Bano - ITC Mughal,False,"ITC Mughal, Tajganj",True,0.005334473954795582
3400348,G Thal,False,Khandari,True,0.011835543842749208
3400072,Dawat-e-Nawab - Radisson Blu,False,"Radisson Blu, Tajganj",True,0.01058127897036465
3400019,Dasaprakash Restaurant,False,Rakabganj,True,0.02942940380836012
3400033,The Charcoal Chimney,False,Tajganj,True,0.002787930051334264
3400350,Bon Barbecue,False,Tajganj,True,0.0019537966899939585
3400016,Pind Balluchi,False,Tajganj,True,0.003672363449429672
3400105,Pizza Hut,False,Tajganj,True,0.006976128648213287
3400326,Tea'se Me - Rooftop Tea Boutique,False,Tajganj,True,0.0029712876692310486
3400392,Thaaliwala,False,Tajganj,True,0.011246488227616314
111895,650 - The Global Kitchen,False,Ambavadi,True,0.003675272379407013
110502,Patang - The Revolving Restaurant,False,Ashram Road,True,0.004778318655908276
18396250,Huber & Holly,False,Bodakdev,True,0.0023138400340237952
113702,@Mango,False,Bodakdev,True,0.002324562386008311
113433,Fozzie's Pizzaiolo,False,Bodakdev,True,0.00037086905975491913
18438909,La Pino'z Pizza,False,Bodakdev,True,0.001307492508857866
18143128,Mocha,False,Bodakdev,True,0.00037097693077248195
18438944,Blue -  Rooftop Cafe Restaurant Bistro,False,C G Road,True,0.0009598919120155092
110436,MoMo Cafí© - Courtyard By Marriott,False,"Courtyard By Marriott, Satellite",True,0.008217228807586352
18385201,Cryo Lab,False,Ellis Bridge,True,0.03135217755822384
110395,Swati Snacks,False,Ellis Bridge,True,0.021684000942214676
18335583,Brick Kitchen,False,Ghatlodia,True,0.01299796680671228
110237,Kabir Restaurant,False,Gurukul,True,0.0003279723551623537
113537,Puffizza,False,Gurukul,True,0.0015771689573662595
113703,Cafe Alfresco,False,Navrangpura,True,0.0007844654415016805
18385186,The Cafe Baraco,False,Navrangpura,True,0.001855686576517579
113325,Nini's Kitchen,False,Prahlad Nagar,True,0.0004072884775456753
111826,Yanki Sizzlers,False,Thaltej,True,0.00910737331053757
110516,The Garden Cafe - The Fern,False,"The Fern, Sola",True,0.008217228807586352
18371341,Mazzo,False,Vastrapur,True,0.0014527853785826217
113570,Turquoise Villa,False,Vastrapur,True,0.022841246240413282
2400020,Aryan Family's Delight,False,Civil Lines,True,0.008572521669431343
2400148,Bean Here,False,Civil Lines,True,0.016445206670216428
2400019,Bikanerwala,False,Civil Lines,True,0.00945321108929098
2400193,Dewsis,False,Civil Lines,True,0.010012337057653475
2400027,Friends Forever,False,Civil Lines,True,0.012925453204979953
17960073,Hotel Ravisha Continental,False,Civil Lines,True,0.008572521669431343
2400119,KFC,False,Civil Lines,True,0.007851276769144322
2400014,McDonald's,False,Civil Lines,True,0.026530744857119926
2400403,Pind Balluchi,False,Civil Lines,True,0.010632270323013504
2400349,Pizza Hut,False,Civil Lines,True,0.007993683843974808
2400279,Subway,False,Civil Lines,True,0.007771182060945292
2400017,Tandoor Restaurant,False,Civil Lines,True,0.012817002939773392
2400144,The Tamarind Tree,False,Civil Lines,True,0.012539281382990652
2400195,Cafe El Chico,False,Civil Lines,True,0.007849002514096703
2400052,Eat On,False,Civil Lines,True,0.04504986168234715
2400016,Hot Stuff,False,Civil Lines,True,0.00698796474703578
2400293,Paradise,False,Civil Lines,True,0.009265798634678801
2400009,Sagar Ratna,False,Tagore Town,True,0.010551695329304889
2400010,Moti Mahal Delux,False,"Vinayak City Centre Mall, Civil Lines",True,0.009715778057566515
2200011,Makhan Fish and Chicken Corner,False,Basant Nagar,True,0.011723912215985122
2200078,Charming Chicken,False,Basant Nagar,True,0.029348818587011438
18204507,Ahuja Milk Bhandar,False,Hathi Gate,True,0.08049112371038925
2200030,Crystal Restaurant,False,INA Colony,True,0.006506261149163195
2200201,Brijwasi Chat Bhandar,False,INA Colony,True,0.031133089128784763
2200067,Bubby Fish & Chicken Corner,False,INA Colony,True,0.026674416153185776
2200358,Bon Gateau,False,Ranjit Avenue,True,0.0062591711761432745
2200001,The Yellow Chilli,False,Ranjit Avenue,True,0.0029535788254916318
2200033,La Roma Pizzeria,False,Ranjit Avenue,True,0.01163806746048901
2200283,Sakhis Watz Kukin,False,Ranjit Avenue,True,0.011246488227616314
2200045,The Kulcha Land,False,Ranjit Avenue,True,0.019802358840735335
2200149,Shudh Restaurant,False,Town Hall,True,0.0041970295929989465
2200043,Bade Bhai Ka Brothers' Dhaba,False,Town Hall,True,0.011141154912584383
2200044,Bharawan Da Dhaba,False,Town Hall,True,0.010283397925811455
2200132,Brothers Dhaba,False,Town Hall,True,0.015491498997790454
2200236,Brothers' Amritsari Dhaba,False,Town Hall,True,0.017110766963895796
2200175,Gurdas Ram Jalebi Wala,False,Town Hall,True,0.0312528292847275
2200000,Kesar Da Dhabha,False,Town Hall,True,0.014874567168044028
2200055,Beera Chicken Corner,False,White Avenue,True,0.014874567168044028
2200034,Surjit Food Plaza,False,White Avenue,True,0.01052712268157563
2200153,Kanha Sweets,False,White Avenue,True,0.02182307612078027
2500023,Kream N Krunch,False,Akashwani,True,0.007867167385465335
2500076,Balbeer's Kitchen & Bar,False,Chicalthana,True,0.005901210610374297
2500054,Angeethi Restaurant,False,CIDCO,True,0.010283397925811455
2500134,Domino's Pizza,False,CIDCO,True,0.011163523936147612
2500069,Hotel Laadli,False,CIDCO,True,0.009771476098604626
2500256,Indiana Veg Restaurant,False,CIDCO,True,0.004958491138845833
2500024,Madhuban Restaurant - Welcome Hotel Rama International,False,CIDCO,True,0.0010506045875023906
2500075,Mauj Restaurant,False,CIDCO,True,0.003568405664185814
2500029,Naivedya,False,CIDCO,True,0.016634519409375326
2500079,d' Curry House,False,"Hotel Green Olive, Nirala Bazar",True,0.006032406241115451
2500343,Mokoholic Juice Bar,False,Mondha,True,0.060678094866111865
2500052,Ashoka's Veg Restaurant,False,Nirala Bazar,True,0.00622249351625459
2500062,Kareem's Fine Dining,False,Nirala Bazar,True,0.012736785942632056
2500056,That Baat,False,Nirala Bazar,True,0.013126205181384742
2500030,Bhoj Restaurant,False,Nirala Bazar,True,0.013182417356357501
2500390,Downside Up,False,Nyay Nagar,True,0.01816374684162181
2500007,Kareem's Kabab & Biryani,False,"Prozone Mall, Chicalthana",True,0.05303366736349113
2500123,Great Sagar Restaurant,False,Shahgunj,True,0.030319768616158482
2500122,Kailash Restaurant,False,Usmanpura,True,0.0041970295929989465
2500346,Yalla Yalla,False,Usmanpura,True,0.011141154912584383
50943,Sultans of Spice,False,"BluPetal Hotel, Koramangala",True,0.002242070607609614
58268,The Fatty Bao - Asian Gastro Bar,False,Indiranagar,True,0.00041053576218397225
51705,Toit,False,Indiranagar,True,0.002130259027256165
18162866,Three Dots & A Dash,False,Indiranagar,True,0.0035267415674768987
18407918,Bombay Brasserie,False,Indiranagar,True,0.0010255391888038812
56464,Glen's Bakehouse,False,Indiranagar,True,0.007003493019356988
18221572,Onesta,False,Indiranagar,True,0.0008658281962364844
18359919,Onesta,False,JP Nagar,True,0.01346908667259561
18439634,ECHOES Koramangala,False,Koramangala 5th Block,True,0.001995469889694901
51040,Truffles,False,Koramangala 5th Block,True,0.0006881656194167585
54162,The Black Pearl,False,Koramangala 5th Block,True,0.002243140253873288
18305628,Eat Street,False,Koramangala 6th Block,True,0.0028258247566345096
18385443,Koramangala Social,False,Koramangala 7th Block,True,0.013728129746319095
56618,AB's - Absolute Barbecues,False,Marathahalli,True,0.002053082175818899
18353121,Flechazo,False,Marathahalli,True,0.002706289584707533
18366652,Onesta,False,New BEL Road,True,0.01346908667259561
18430785,Communiti,False,Residency Road,True,0.024664666899053223
58882,Big Brewsky,False,Sarjapur Road,True,9.636857026451562e-05
18422898,Hoot,False,Sarjapur Road,True,0.0038246594391603272
18339874,Farzi Cafe,False,UB City,True,0.014573121725888205
2600472,Black N White Cafe,False,Arera Colony,True,0.012098590769713646
2600514,Maybe There,False,Arera Colony,True,0.015048697872874328
2600109,Sagar Gaire Fast Food,False,Arera Colony,True,0.030478649474735664
2600311,The Kasbah,False,Arera Colony,True,0.010283397925811455
2600008,Bake N Shake,False,Arera Colony,True,0.011758371058156358
2600031,10 Downing Street,False,"DB City, Maharana Pratap Nagar",True,0.00442797601545164
2600250,Chi Kitchen,False,"DB City, Maharana Pratap Nagar",True,0.010194671014246759
2600025,Pizza Hut,False,"DB City, Maharana Pratap Nagar",True,0.01293094919159532
2600494,Kafe Kulture,False,Gulmohar Colony,True,0.02753446236983914
18108352,Violet Hour,False,Kohefiza,True,0.04545387827243752
2600079,Bapu Ki Kutia,False,Maharana Pratap Nagar,True,0.004832291888701157
2600340,Da pizzeria,False,Maharana Pratap Nagar,True,0.006055021319341769
18461339,Papa Mexicano,False,Maharana Pratap Nagar,True,0.006602442458222613
2600010,Bake N Shake,False,Maharana Pratap Nagar,True,0.011758371058156358
2600230,Manohar Dairy And Restaurant,False,Maharana Pratap Nagar,True,0.003465611987479855
2600003,Manohar Dairy And Restaurant,False,Peer Gate Area,True,0.009316038607183774
2600303,Kebabsville - Sayaji Hotel,False,Sayaji Hotel,True,0.015660231176575445
2600180,Indian Coffee House,False,TT Nagar,True,0.010415474058004803
2600393,The Urban Socialite,False,TT Nagar,True,0.0036941436677006
2600007,Bake N Shake,False,TT Nagar,True,0.011758371058156358
2900587,Tyre Patty,False,"BMC Bhawani Mall, Sahid Nagar",True,0.0170448039615948
2900354,Silver Streak,False,"BMC Bhawani Mall, Sahid Nagar",True,0.016958562208670203
2900633,Barbeque Nation,False,Chandrasekharpur,True,0.0013022214985994873
18408676,Central Perk 7,False,Chandrasekharpur,True,0.006989268298935203
2900234,The Chicken Dinesty,False,Chandrasekharpur,True,0.006602442458222613
2900550,Taste Of China,False,Chandrasekharpur,True,0.015773418817662033
18362677,Michael's Kitchen,False,Gajapati Nagar,True,0.02022896899262816
2900044,Mamma Mia - Mayfair Lagoon,False,"Mayfair Lagoon, Jayadev Vihar",True,0.006007866635466708
2900469,99 North Restaurant,False,Patia,True,0.01947196476902069
2900219,Adda,False,Patia,True,0.0041970295929989465
2900473,Chill Ummm,False,Patia,True,0.013309242432307689
2900020,Lal Qila,False,Patia,True,0.008358828972661936
2900562,Richard's Kitchen & Coffee Bar,False,Patia,True,0.006574636081939977
18413814,Aangan Horizon,False,Patia,True,0.006814094423554962
18235390,Brewberrys The Coffee Bar,False,Patia,True,0.028830172848548385
2900640,Chai Break,False,Patia,True,0.00402549376830319
18271459,JUGAAD JN.,False,Patia,True,0.019802358840735335
18377283,Cha cTea,False,Sahid Nagar,True,0.027904382832107055
18408600,Food Fever,False,Sahid Nagar,True,0.030863079115559078
2900012,Mainland China,False,"The Crown, Nayapalli",True,0.019306817910544005
18436042,Eram Rooftop,False,Unit 4,True,0.044411368364498216
122003,The Night Factory,False,Chandigarh Industrial Area,True,0.0025362366465553343
121552,Brooklyn Central,False,"Elante Mall, Chandigarh Industrial Area",True,0.006415627195803686
121214,Chili's,False,"Elante Mall, Chandigarh Industrial Area",True,0.0004334800953247342
121553,Kylin Experience,False,"Elante Mall, Chandigarh Industrial Area",True,0.0009426241207414199
121312,Mocha,False,"Elante Mall, Chandigarh Industrial Area",True,0.0019888622891179875
121335,Pirates of Grill,False,"Elante Mall, Chandigarh Industrial Area",True,0.0032992754973587557
120014,Barbeque Nation,False,Sector 26,True,0.013176340912399831
123125,TGI Friday's,False,Sector 26,True,0.003218961259495612
120221,Pal Dhaba,False,Sector 28,True,0.05093124906977775
122064,Midnight Chef,False,Sector 35,True,0.00300196796287433
120203,Nik Baker's,False,Sector 35,True,0.06670524883606532
120219,OvenFresh,False,Sector 35,True,0.08199859766993678
121425,Super Donuts,False,Sector 35,True,0.013594689105114521
123010,Taco Bell,False,Sector 35,True,0.007062722497208407
123294,Karim's,False,Sector 7,True,0.014132082327429574
121120,Virgin Courtyard,False,Sector 7,True,0.004975814801469247
122940,Burgrill,False,Sector 8,True,0.005238496174831964
122830,Uncle Jack's,False,Sector 8,True,0.1024832040074769
69024,That Madras Place,False,Adyar,True,0.0018434428152634963
72475,Haunted,False,Anna Nagar East,True,0.0009020302413172976
70431,Pantry d'or,False,Anna Nagar East,True,0.0005117144879678293
71443,Palmshore,False,Ashok Nagar,True,0.00041823701960774784
73088,Chili's,False,"Express Avenue Mall,  Royapettah",True,0.0005867300664735842
18423075,Writer's Cafe,False,Gopalapuram,True,0.009387079786816188
70890,Fusilli Reasons,False,Kilpauk,True,0.07854362748251376
71492,Ciclo Cafe,False,Kotturpuram,True,0.014548598575432004
70092,Kaidi Kitchen,False,Mylapore,True,0.0005638223566482026
70393,Bombay Brasserie,False,Nungambakkam,True,0.0007846635237508393
70894,Maplai,False,Nungambakkam,True,0.004298984230535652
73279,Paradise,False,Perungudi,True,0.00488730555722372
69951,L'amandier,False,RA Puram,True,0.0013093645456778713
72497,Palmshore,False,Ramapuram,True,0.0014246744399829536
65413,Palmshore,False,Santhome,True,0.000994128309443565
70497,Basil With A Twist,False,T. Nagar,True,0.00022040489947161568
65055,Barbeque Nation,False,T. Nagar,True,0.008587796941592729
18384227,AB's - Absolute Barbecues,False,Velachery,True,0.0029535788254916318
72604,Coal Barbecues,False,Velachery,True,0.002324562386008311
66457,Pind,False,Velachery,True,0.007744458675176813
18260777,Kuchi n Kream,False,Gandhipuram,True,0.002059581620996287
3000107,Haribhavanam Hotel,False,Peelamedu,True,0.0071319704300322195
3000132,Kites Cafe,False,Peelamedu,True,0.002393569086665659
3000122,Zucca Pizzeria,False,Peelamedu,True,0.0028170278840001783
3001032,Burger Ka Baap,False,Peelamedu,True,0.018031918508580436
3000021,The Cascade Restaurant,False,Peelamedu,True,0.0016300741318454604
18434000,24 Plus Cafe & Restaurant,False,Podanur,True,0.013390961480013286
3000195,Valarmathi Kongunaatu Samayal,False,Race Course,True,0.010948962038042631
3000126,Bird On Tree,False,Race Course,True,0.0012355984858825053
18280306,Tim's Bistro,False,Race Course,True,0.0020910206110986707
3001489,Batlivala & Khanabhoy,False,Race Course,True,0.005150501562048881
3000770,Cafe Totaram,False,Race Course,True,0.0018365755042411003
3000062,Cream Centre,False,Race Course,True,0.002787930051334264
3000016,On The Go,False,Race Course,True,0.0016164473633235588
3000014,Sree Annapoorna,False,RS Puram,True,0.00622249351625459
3000001,That's Y Food,False,RS Puram,True,0.006351478783899744
3001321,CakeBee,False,Saibaba Colony,True,0.0017708919112600086
3000996,Yari,False,Saibaba Colony,True,0.007376956829449499
3001065,Cream Stone,False,"SMS Hotel, Peelamedu",True,0.05500495217152657
3000048,Barbeque Nation,False,Town Hall,True,0.002675610312554144
3500012,The Punjabi Essence Restaurant,False,Chukkuwala,True,0.005407368931663936
3500007,Tirupati Restaurant,False,Chukkuwala,True,0.004165700951248574
3500017,Anandam,False,Hathibarkala Salwala,True,0.0012234034340338207
3500018,Town Table Restaurant,False,Hathibarkala Salwala,True,0.002629407988476329
3500011,Kalsang Friends Corner,False,Hathibarkala Salwala,True,0.0043777003709508655
18416632,The Great Indian Pub,False,Jakhan,True,0.012370425549412922
18408585,Punjab Grill,False,Jakhan,True,0.00614419022039947
3500059,TBistro,False,Karanpur,True,0.006351478783899744
3500081,Y Cafe & Restaurant,False,Karanpur,True,0.008720029578294874
17971273,Eddie's Patisserie,False,Krishna Nagar,True,0.09056628785399434
3500365,First Gear Cafe,False,Malsi,True,0.014548598575432004
3500013,Dunkin Donuts,False,"Pacific Mall, Jakhan",True,0.012018144727324431
3500024,Doon Darbar,False,Paltan Bazaar,True,0.01833458517228903
3500488,Razzmatazz,False,Race Course,True,0.014240041067281162
3500505,Barbeque Nation,False,Rajpur,True,0.0011181345767836692
3500010,Black Pepper Restaurant,False,Rajpur,True,0.0036134004146943788
3500414,Cafe Marigold,False,Rajpur,True,0.003741293221909636
18440677,Jalapenos,False,Rajpur,True,0.0048819015806633725
3500484,Kalsang AMA Cafe,False,Rajpur,True,0.007145593051517962
301728,Desire Foods,True,Badarpur Border,True,0.6391704125233032
5992,Knight Rock,True,Badarpur Border,True,0.5244070939295327
301730,Punjab Restaurant,True,Badarpur Border,True,0.7863626486085884
301729,Raju Dhaba,True,Badarpur Border,True,0.829786372430966
