Restaurant ID,Restaurant Name,Locality,Latitude,Longitude,Competitors_500m,Competitors_1km,Competitors_2km,density_tier
301728,Desire Foods,Badarpur Border,28.4900591,77.3066401,5,10,51,Moderate (6-20)
5992,Knight Rock,Badarpur Border,28.4901567,77.304776,5,10,51,Moderate (6-20)
301730,Punjab Restaurant,Badarpur Border,28.4901368,77.305563,5,10,51,Moderate (6-20)
301729,Raju Dhaba,Badarpur Border,28.4900979,77.3061016,5,10,51,Moderate (6-20)
301731,Rakheja Bakery,Badarpur Border,28.490062,77.3057446,5,10,51,Moderate (6-20)
311053,Snax Points,Badarpur Border,28.4901198,77.3053835,5,10,51,Moderate (6-20)
9299,Aggarwal Sweet Corner,Badarpur Border,28.49629167,77.30274167,1,12,50,Moderate (6-20)
9178,Kashyap Vaishno Dhaba,Badarpur Border,28.4959154,77.303542,1,12,50,Moderate (6-20)
18433852,The Chaiwalas,Badkal Lake,28.4262842,77.3000877,2,12,21,Moderate (6-20)
304046,Cafe And More,Charmwood Village,28.4946638,77.2905651,5,26,37,Dense (20+)
309936,Green Chick Chop,Charmwood Village,28.4946804,77.2905276,5,26,37,Dense (20+)
309927,Kolkata Hot Kathi Rolls,Charmwood Village,28.4922473,77.2918292,6,22,39,Dense (20+)
18377449,Aapki Rasoi,Charmwood Village,28.4990636,77.2918292,12,23,34,Dense (20+)
18472646,Punjabi Rasoi,Charmwood Village,28.4923251,77.292431,6,22,39,Dense (20+)
18037826,Kebab Xpress,"Crown Interiorz Mall, Sector 35, Faridabad",28.4698631,77.3074479,19,23,54,Dense (20+)
301163,McDonald's,"Crown Interiorz Mall, Sector 35, Faridabad",28.4695043,77.3074479,19,23,54,Dense (20+)
4931,Suruchi,"Crown Interiorz Mall, Sector 35, Faridabad",28.4701322,77.3074479,19,23,52,Dense (20+)
1804,Berco's,"Crown Interiorz Mall, Sector 35, Faridabad",28.4700256,77.3072684,19,23,53,Dense (20+)
312102,Dunkin' Donuts,"Crown Interiorz Mall, Sector 35, Faridabad",28.4693655,77.3074031,19,23,54,Dense (20+)
18217857,The Chocolate Room,"Crown Interiorz Mall, Sector 35, Faridabad",28.4693655,77.3074031,19,23,54,Dense (20+)
18471268,Baskin Robbin,"Crown Interiorz Mall, Sector 35, Faridabad",28.469594,77.3074479,19,23,54,Dense (20+)
18381244,Popcorn Fusion,"Crown Interiorz Mall, Sector 35, Faridabad",28.4693655,77.3074031,19,23,54,Dense (20+)
18408041,Subway,"Crown Interiorz Mall, Sector 35, Faridabad",28.4700019,77.3074928,19,23,53,Dense (20+)
311051,KFC,"Crown Interiorz Mall, Sector 35, Faridabad",28.46980656,77.30706006,19,23,55,Dense (20+)
18133510,Barbeque Nation,"Crown Interiorz Mall, Sector 35, Faridabad",28.4698629,77.3073785,19,23,54,Dense (20+)
308380,Yo! China,"Crown Interiorz Mall, Sector 35, Faridabad",28.4693655,77.3074031,19,23,54,Dense (20+)
6077,Giani's,"Crown Plaza Mall, Sector 15, Faridabad",28.3980691,77.3130127,3,12,64,Moderate (6-20)
308082,Momo-Cha,"Crown Plaza Mall, Sector 15, Faridabad",28.3979794,77.3130127,3,12,63,Moderate (6-20)
309558,Shree Rathnam,"Crown Plaza Mall, Sector 15, Faridabad",28.397424,77.3128332,3,12,61,Moderate (6-20)
8128,Mirage Restro Bar,"Crown Plaza Mall, Sector 15, Faridabad",28.3978083,77.3131025,3,12,63,Moderate (6-20)
304062,Jai Jagannath Hotel,Dayal Bagh,28.4937692,77.294319,8,22,39,Dense (20+)
9785,Gelato Vinto,"Eldeco Station 1 Mall, Sector 12, Faridabad",28.3868454,77.3139102,6,8,47,Moderate (6-20)
312514,Maggi Point,"Eldeco Station 1 Mall, Sector 12, Faridabad",28.3869029,77.3140449,6,8,47,Moderate (6-20)
308961,Angaar,"Hotel Saffron Kiran, Faridabad",28.4719854,77.3056977,19,25,53,Dense (20+)
308963,TcozY,"Hotel Saffron Kiran, Faridabad",28.4722089,77.3066401,21,28,57,Dense (20+)
308962,The Retriever,"Hotel Saffron Kiran, Faridabad",28.4723428,77.3062507,21,28,58,Dense (20+)
8169,Bangali Sweets & Restaurant,Indraprastha Colony,28.4534629,77.3153578,1,7,25,Moderate (6-20)
309368,Silver,K Hotel,28.446715,77.316429,4,8,13,Moderate (6-20)
18472429,Chill 'N Grill,NIT,28.3954463,77.2900667,3,3,3,Light (1-5)
18472418,Punjabi Restaurant,NIT,28.3939512,77.2874809,2,3,3,Light (1-5)
18472426,Standard Chicken Point,NIT,28.3940171,77.2875524,2,3,3,Light (1-5)
18450934,The Grillz & Gravy,NIT,28.3982684,77.2922781,1,3,3,Light (1-5)
6025,Cakes 'n Bakes - Park Plaza,"Park Plaza, Sector 21, Faridabad",28.4292178,77.2969459,11,16,19,Moderate (6-20)
6013,Cafe Bite,"Parsavnath City Mall, Sector 12, Faridabad",28.383665,77.3144487,7,9,51,Moderate (6-20)
8153,Cafe Light,"Parsavnath City Mall, Sector 12, Faridabad",28.3837046,77.3144877,7,9,51,Moderate (6-20)
18471296,Little Cafe,"Parsavnath City Mall, Sector 12, Faridabad",28.3836738,77.3145373,7,9,51,Moderate (6-20)
18279477,Momo-Cha,Sector 10,28.3754863,77.3291609,5,12,32,Moderate (6-20)
18359331,Oregano India,Sector 10,28.3689797,77.3266079,7,20,25,Moderate (6-20)
301151,Sagar Bakery,Sector 10,28.3692291,77.3270132,7,22,25,Dense (20+)
18204479,Smugglers,Sector 10,28.3702087,77.329628,7,19,25,Moderate (6-20)
2198,Welcome,Sector 10,28.3777541,77.3288978,4,12,40,Moderate (6-20)
18434243,Giani's,Sector 10,28.3692291,77.3270132,7,22,25,Dense (20+)
18471262,New Dilight,Sector 10,28.3730138,77.3295018,9,13,30,Moderate (6-20)
18258480,Chimney,Sector 11,28.3725172,77.319026,3,8,32,Moderate (6-20)
9698,Chopstick,Sector 11,28.371835,77.3185858,3,8,32,Moderate (6-20)
8326,Hot & Tasty Chinese Food,Sector 11,28.3719511,77.3184832,3,7,32,Moderate (6-20)
18270379,Sanjha Chulha,Sector 11,28.3692881,77.32157,4,17,30,Moderate (6-20)
304006,Frontier,Sector 12,28.38339444,77.31429167,7,8,52,Moderate (6-20)
308957,Oxy Lounge,Sector 12,28.384502,77.3244365,1,6,58,Moderate (6-20)
18427216,City Dhaba,Sector 12,28.3811924,77.3144456,4,7,58,Moderate (6-20)
8266,Mittal Fast Food,Sector 12,28.38471389,77.32425,1,7,58,Moderate (6-20)
18383469,Al Bake,Sector 15,28.395009,77.3229299,26,27,69,Dense (20+)
1367,Anupam Sweet,Sector 15,28.3949008,77.3222568,26,31,68,Dense (20+)
9650,Cafe Coffee Day,Sector 15,28.3952671,77.3236112,26,27,70,Dense (20+)
308335,Chicago Pizza,Sector 15,28.3950296,77.3217184,27,31,67,Dense (20+)
18391065,Crispy Crust,Sector 15,28.3950992,77.3241683,26,27,71,Dense (20+)
301193,Frontier,Sector 15,28.3951274,77.3235114,26,27,70,Dense (20+)
18107832,Gulab,Sector 15,28.3952906,77.3239437,26,27,70,Dense (20+)
18089254,Hunger Cure Express,Sector 15,28.3946937,77.3217312,27,31,67,Dense (20+)
18082235,Momo-Cha,Sector 15,28.3951869,77.3224363,26,31,69,Dense (20+)
18138421,Nirula's,Sector 15,28.452631,77.292179,0,1,21,Light (1-5)
18421965,The Grub House,Sector 15,28.3950834,77.323244,26,27,70,Dense (20+)
303267,Twenty Four Seven,Sector 15,28.3950913,77.3234608,26,27,71,Dense (20+)
7471,Cafe Parmesan,Sector 15,28.3950766,77.3236479,26,27,71,Dense (20+)
18219542,Briosca,Sector 15,28.3952798,77.3234235,26,27,70,Dense (20+)
18355112,Burger Point,Sector 15,28.3949736,77.3220773,26,31,68,Dense (20+)
18270895,Cafe Grub Up,Sector 15,28.395196,77.3235233,26,27,70,Dense (20+)
18313839,Cakes At Bhawanas,Sector 15,28.393261,77.317231,5,34,54,Dense (20+)
5005,Chaudhary Bhojnalaya,Sector 15,28.3953389,77.3240517,26,27,70,Dense (20+)
1820,Chickenette,Sector 15,28.3951035,77.3244107,26,27,71,Dense (20+)
3863,Giani,Sector 15,28.3951385,77.3216428,27,31,67,Dense (20+)
9814,Green Chick Chop,Sector 15,28.3951932,77.3244107,26,27,71,Dense (20+)
18474912,Hash Stix,Sector 15,28.39483205,77.32343964,26,27,71,Dense (20+)
18161568,Juice On Go,Sector 15,28.39527358,77.32328642,26,27,70,Dense (20+)
18416829,Keventers,Sector 15,28.3947688,77.3218081,27,31,67,Dense (20+)
18400756,MD's Kebabs & Curries,Sector 15,28.395283,77.3244107,26,27,71,Dense (20+)
301177,Perfect Bake,Sector 15,28.43002333,77.29659833,9,16,19,Moderate (6-20)
6161,Perfect Bake,Sector 15,28.3952545,77.3231543,26,27,70,Dense (20+)
2565,Sethi's Delicacy,Sector 15,28.3950376,77.3244651,26,27,71,Dense (20+)
3866,Subway,Sector 15,28.3948264,77.3219427,27,31,67,Dense (20+)
18250288,Cafí© Bogchi,Sector 15,28.39572041,77.32380275,26,27,70,Dense (20+)
1430,Ashoka Restaurant,Sector 16,28.4104693,77.3203273,15,26,66,Dense (20+)
18393702,Baskin Robbins,Sector 16,28.4107707,77.3201927,15,27,66,Dense (20+)
6152,China Hot Pot,Sector 16,28.4106963,77.3192063,15,27,64,Dense (20+)
306962,Handi Chhadeyan Di,Sector 16,28.4106593,77.3185323,15,25,64,Dense (20+)
18445360,Hungrill,Sector 16,28.4108198,77.3190765,15,27,64,Dense (20+)
6150,Kant Khana Khazana,Sector 16,28.4106772,77.318667,15,25,64,Dense (20+)
18421024,Open Yard,Sector 16,28.4095652,77.3199015,15,25,66,Dense (20+)
18367316,The Chai Cafe,Sector 16,28.4108878,77.3185772,15,25,64,Dense (20+)
18466931,Apna Restaurant,Sector 16,28.4105451,77.3190262,15,27,64,Dense (20+)
18466420,Chaudhary Chaap & Chinese,Sector 16,28.4106649,77.3187017,15,26,64,Dense (20+)
18464607,Chings Chinese,Sector 16,28.4118307,77.3200132,15,27,65,Dense (20+)
18464631,Food On Wheels,Sector 16,28.4120355,77.3202824,15,27,65,Dense (20+)
301170,Gulshan Hotel,Sector 16,28.4104693,77.3203273,15,26,66,Dense (20+)
18466939,Maa Kali Foods,Sector 16,28.4104999,77.3196991,15,27,66,Dense (20+)
18380180,The Street Kitchen,Sector 16,28.4107084,77.3185772,15,25,64,Dense (20+)
18466407,United Kitchen,Sector 16,28.4120254,77.3189708,15,26,63,Dense (20+)
304001,Eat N Treat,Sector 17,28.4101024,77.3266023,9,28,69,Dense (20+)
8319,Hotel Ekant,Sector 17,28.4101795,77.329167,9,24,65,Dense (20+)
303871,Momo-Cha,Sector 17,28.4106029,77.3288978,9,26,65,Dense (20+)
8321,Paradise Inn,Sector 17,28.4103725,77.3275764,9,30,68,Dense (20+)
311047,Red Chilli,Sector 17,28.4099515,77.326744,9,29,69,Dense (20+)
8320,Shiv Restaurant,Sector 17,28.4101647,77.3278324,9,30,68,Dense (20+)
8308,Sohan Sweets & Namkeen,Sector 17,28.4103306,77.3279106,9,30,66,Dense (20+)
18303717,The Binge Box Cafe,Sector 17,28.4105998,77.3279106,9,30,65,Dense (20+)
304004,Tmos Moving Feast,Sector 17,28.4101156,77.32609671,9,26,69,Dense (20+)
18472625,Tmos Cafe Corner,Sector 17,28.409801,77.326227,9,26,69,Dense (20+)
18420432,Parkash Dhaba,Sector 19,28.417529,77.3138205,1,14,33,Moderate (6-20)
9824,Sanjha Chulha,Sector 19,28.4175882,77.3144487,1,16,33,Moderate (6-20)
8029,Hareram Bikanerzaika,Sector 21,28.4304159,77.2969594,9,15,19,Moderate (6-20)
312788,Kulcha Paaji,Sector 21,28.4317132,77.2967664,9,15,19,Moderate (6-20)
309672,Shree Bikaner Misthan Bhandar,Sector 21,28.4301217,77.2964432,9,16,19,Moderate (6-20)
18439547,Anand Dhaba,Sector 21,28.4298355,77.2963379,9,16,19,Moderate (6-20)
18452730,Delicieux Ice Cream Rolls,Sector 21,28.4300562,77.2969354,9,15,19,Moderate (6-20)
18317486,Flying Tandoor,Sector 21,28.4221037,77.291919,0,8,16,Moderate (6-20)
18452267,Grub Hub,Sector 21,28.4296999,77.2964494,9,16,19,Moderate (6-20)
18466980,Punjabi Chulha,Sector 21,28.4298396,77.2965369,9,16,19,Moderate (6-20)
18469937,Purani Dilli Da Swad,Sector 21,28.4301909,77.2966226,9,15,19,Moderate (6-20)
18433879,The Chaiwalas,Sector 21,28.4263417,77.3002223,2,12,21,Moderate (6-20)
18369105,Funk House Cafe,Sector 28,28.43892133,77.31297973,2,8,28,Moderate (6-20)
18133473,Shiksha Fast Food,Sector 28,28.4353341,77.315069,2,4,28,Light (1-5)
18458540,Hungry Head,Sector 28,28.4353375,77.3150688,2,4,28,Light (1-5)
8167,Lalit Kathi Rolls Momos,Sector 29,28.4334516,77.3211256,1,3,12,Light (1-5)
18463990,Tamasha In Tafree,Sector 29,28.4334249,77.3212535,1,3,12,Light (1-5)
18420465,Butter & Grace,Sector 31,28.446933,77.309147,0,7,23,Moderate (6-20)
309656,Green Chick Chop,Sector 31,28.4465451,77.317127,4,8,12,Moderate (6-20)
305235,Snacks Bar,Sector 31,28.4452616,77.315795,4,7,16,Moderate (6-20)
309654,Ahata,Sector 31,28.44589444,77.31723889,4,7,12,Moderate (6-20)
4462,Meghansh Bakery,Sector 31,28.4466361,77.3170515,4,8,12,Moderate (6-20)
18469962,Oh My !,Sector 31,28.4549967,77.3159508,1,4,33,Light (1-5)
1414,Anupama Sweets & Family Restaurant,Sector 34,28.4718644,77.3149118,4,24,49,Dense (20+)
304112,Shree Rathnam,Sector 34,28.471413,77.3107195,20,24,50,Dense (20+)
18472443,Bikaner Misthan Bhandar,Sector 35,28.471302,77.3108138,19,23,50,Dense (20+)
18456807,King's Kitchen,Sector 35,28.471302,77.3108138,19,23,50,Dense (20+)
18471284,Muradabadi Chicken Biryani Corner,Sector 35,28.4749127,77.3060306,6,38,57,Dense (20+)
18471328,The Black Kettle,Sector 35,28.4711559,77.3105616,20,23,50,Dense (20+)
18204478,Desi Tadka,Sector 37,28.48429689,77.30693936,4,24,57,Dense (20+)
18444264,Destination Live,Sector 37,28.4807864,77.3062811,13,24,54,Dense (20+)
9224,Kay's Bake Land,Sector 37,28.480381,77.3116575,13,22,49,Dense (20+)
8054,Kay's Food Land,Sector 37,28.4805482,77.3104099,15,23,49,Dense (20+)
304114,Laziz Restaurant,Sector 37,28.48426667,77.30677778,4,24,58,Dense (20+)
1413,Le Chef Restro Bar,Sector 37,28.480467,77.3104996,15,23,49,Dense (20+)
1715,Republic of Chicken,Sector 37,28.4805821,77.3107689,14,21,49,Dense (20+)
4464,Tanishka Restaurant & Caterers,Sector 37,28.4805517,77.3113972,13,21,49,Dense (20+)
5010,The Tandoori Times,Sector 37,28.4804188,77.3115506,13,21,49,Dense (20+)
301127,Twist of Italy,Sector 37,28.4807634,77.3109543,14,21,49,Dense (20+)
9233,Aggarwal Sweets And Caterers,Sector 37,28.48420819,77.3066403,4,24,58,Dense (20+)
18471246,Biryani Bot,Sector 37,28.4805778,77.311746,13,20,49,Moderate (6-20)
18446082,Cafí© Kitchen,Sector 37,28.4808293,77.3114869,13,20,49,Moderate (6-20)
18396398,Evergreen Sweets & Restaurant,Sector 37,28.4803991,77.3106046,15,24,49,Dense (20+)
18471244,Magic Spice Wok,Sector 37,28.4806939,77.3113363,14,20,49,Moderate (6-20)
18367078,Magical Momos,Sector 37,28.4806379,77.3104099,15,21,49,Dense (20+)
18469976,Sam's Bake Shop,Sector 37,28.4808985,77.3103201,15,21,49,Dense (20+)
18381643,Shri Bikaner Misthan Bhandar,Sector 37,28.4773757,77.3092797,16,41,51,Dense (20+)
18471327,Tasty Dhaba Family Restaurant,Sector 37,28.474531,77.3060567,6,38,57,Dense (20+)
18469936,U & I,Sector 37,28.4807304,77.3056065,9,24,54,Dense (20+)
18433895,Cravings,Sector 41,28.46626355,77.28759091,1,8,33,Moderate (6-20)
313089,Evergreen Tandoori Night,Sector 41,28.46191014,77.28919957,5,10,28,Moderate (6-20)
18089775,Chicken Inn Family Meat Shop,Sector 42,28.46118611,77.30027778,7,7,43,Moderate (6-20)
309632,Domino's Pizza,Sector 43,28.4609554,77.3001795,7,7,43,Moderate (6-20)
312874,Green Chick Chop,Sector 43,28.460556,77.2886873,5,10,17,Moderate (6-20)
18107870,Punjabi Culture,Sector 43,28.4622059,77.2978395,7,10,42,Moderate (6-20)
18237362,Three Olives,Sector 43,28.46227858,77.30083365,7,7,44,Moderate (6-20)
18277177,Aggarwal's Bikaner Mishthan Bhandar,Sector 43,28.46117,77.2847783,5,7,17,Moderate (6-20)
18472651,Chatny Delight,Sector 43,28.4621065,77.2988233,7,9,44,Moderate (6-20)
313076,Harmann Restaurant,Sector 43,28.46681111,77.29056667,1,11,35,Moderate (6-20)
18380159,Kulcha King,Sector 43,28.4601453,77.2845595,5,7,17,Moderate (6-20)
18377907,Royal Bakers,Sector 43,28.4614258,77.2999207,7,7,44,Moderate (6-20)
18292444,Touch of Spice,Sector 43,28.46210674,77.29738433,7,10,40,Moderate (6-20)
307084,Hunger Cure,Sector 46,28.4376977,77.2983871,3,13,22,Moderate (6-20)
305618,Sanjha Chulha,Sector 46,28.4375489,77.2983353,3,13,22,Moderate (6-20)
307803,Queens Cakes,Sector 46,28.4370903,77.2984265,3,13,22,Moderate (6-20)
18419654,Sri Meenakshi South Indian Food,Sector 46,28.4375707,77.2990075,3,13,23,Moderate (6-20)
18471285,Sardar A Pure Meat Shop,Sector 49,28.3959758,77.2670505,0,0,0,Isolated (0)
313040,Invitation Restaurant,Sector 7,28.363238,77.3239171,5,13,22,Moderate (6-20)
17982346,Kaushik Bakery,Sector 7,28.3632142,77.3241415,5,13,22,Moderate (6-20)
18204501,Rama Vaishnav Bhojnalaya,Sector 7,28.3638989,77.3259973,5,13,22,Moderate (6-20)
1823,Shiv Saras Vyanjan,Sector 7,28.3691677,77.3282696,7,21,25,Dense (20+)
6143,Shree Bikaner Misthan Bhandar,Sector 7,28.36942587,77.32705828,7,22,26,Dense (20+)
8297,Shree Bikaner Misthan Bhandar,Sector 7,28.3633036,77.3264093,5,13,22,Moderate (6-20)
8318,Standard Family Restaurant,Sector 7,28.3633487,77.3260374,5,13,22,Moderate (6-20)
18458631,The Hunger End,Sector 7,28.3686544,77.3285388,7,18,25,Moderate (6-20)
18382355,Pizza Express,Sector 7,28.3630576,77.3262953,5,13,22,Moderate (6-20)
312842,Anupam Sweets & Restaurant,Sector 86,28.4087438,77.3396661,10,10,27,Moderate (6-20)
312084,Caramel,Sector 86,28.40775168,77.33637929,8,18,58,Moderate (6-20)
18247033,Chaska Restaurant,Sector 86,28.4086778,77.3364513,8,18,54,Moderate (6-20)
18126118,Club Pizzeria,Sector 86,28.4085728,77.3397558,10,10,27,Moderate (6-20)
18429393,Gupha,Sector 86,28.41226833,77.34231301,4,10,20,Moderate (6-20)
18241905,Indian Gourmet,Sector 86,28.4081056,77.3409272,9,10,20,Moderate (6-20)
18425750,Tandoori Zaaika's,Sector 86,28.4102194,77.336292,6,20,36,Moderate (6-20)
18261694,TCD Cake & Bake,Sector 86,28.4098256,77.3372048,8,16,36,Moderate (6-20)
18365998,The Grill Darbar,Sector 86,28.4080574,77.33666,8,17,56,Moderate (6-20)
18273572,Urban Cuisine,Sector 86,28.4080719,77.3409826,9,10,20,Moderate (6-20)
18363078,Mister Mughal,Sector 86,28.4067402,77.3423218,4,10,20,Moderate (6-20)
18356019,The Hub,Sector 9,28.3765371,77.3315619,5,12,30,Moderate (6-20)
18381668,Green Chilly Chinese Food,Sector 9,28.3764571,77.3328117,4,11,30,Moderate (6-20)
18287397,Mom's Kitchen,Sector 9,28.3763294,77.3299747,5,12,32,Moderate (6-20)
18471304,Twin Brothers,"SRS Mall, Sector 12, Faridabad",28.3865773,77.3167822,6,10,51,Moderate (6-20)
8026,Aggarwal Sweets Centre,Suraj Kund,28.4997177,77.2899232,16,23,34,Dense (20+)
18265697,Bawarchi,Suraj Kund,28.49820594,77.29385857,14,25,36,Dense (20+)
307151,D ART of Flavour,Suraj Kund,28.4982147,77.2937593,14,25,34,Dense (20+)
18107844,Italia Cafe by Aura,Suraj Kund,28.5000937,77.2903929,16,23,34,Dense (20+)
18337896,Pizza Street,Suraj Kund,28.50064,77.2903,16,23,34,Dense (20+)
18261699,Rock Cafe,Suraj Kund,28.4727738,77.2869976,0,2,26,Light (1-5)
18306531,Sardaar Ji Chaap & Rolls,Suraj Kund,28.49916279,77.2896526,16,23,34,Dense (20+)
303571,Spice Wok,Suraj Kund,28.4992231,77.2930411,13,23,34,Dense (20+)
8099,Vrindavan Sweets & Restaurant,Suraj Kund,28.5002348,77.2902208,16,23,34,Dense (20+)
8037,Bikaner Sweets & Bakers,Suraj Kund,28.4938048,77.2940734,8,22,39,Dense (20+)
18471308,Burger Xpress,Suraj Kund,28.4989698,77.2921516,13,23,34,Dense (20+)
18471318,Da Pizza Zone,Suraj Kund,28.4990357,77.2918806,12,23,34,Dense (20+)
18471320,Finger Licious,Suraj Kund,28.4609284,77.2846781,5,7,17,Moderate (6-20)
18460293,Med E Taste,Suraj Kund,28.4609545,77.2847168,5,7,17,Moderate (6-20)
18446418,Punjabii Tandoor,Suraj Kund,28.462227,77.2997286,7,7,44,Moderate (6-20)
9496,Shankar Sweets,Suraj Kund,28.49710833,77.29654722,6,21,37,Dense (20+)
312967,Tasty Bites,Suraj Kund,28.4997138,77.2899124,16,23,34,Dense (20+)
18449815,The Street- Curries & Grills,Suraj Kund,28.489496,77.290565,2,8,40,Moderate (6-20)
2680,Bakers Delight - The Atrium,"The Atrium, Suraj Kund",28.489796,77.283011,1,6,27,Moderate (6-20)
2679,On The Rocks - The  Atrium,"The Atrium, Suraj Kund",28.489796,77.283011,1,6,27,Moderate (6-20)
8417,World Cafe - Vibe by The LaLiT Traveller,"Vibe by The LaLit Traveller, Mathura Road",28.4729124,77.3060732,21,35,58,Dense (20+)
309757,Chaudhary Ke Mashhoor Paranthe,Indirapuram,28.63601389,77.37444167,12,24,46,Dense (20+)
307903,Thakur Bakers,Indirapuram,28.63602222,77.37419167,18,24,46,Dense (20+)
313502,FoodByMom,Indirapuram,28.635083,77.369326,18,24,57,Dense (20+)
18409175,Mr. Brown,Indirapuram,28.637449,77.378751,2,21,35,Dense (20+)
18456342,Mitalis Kitchen,Indirapuram,28.63823809,77.31548297,0,5,88,Light (1-5)
18244229,The Big Scoop,Kaushambi,28.6411332,77.31069862,0,19,113,Moderate (6-20)
300713,9 Mars Lounge,"Shipra Mall, Indirapuram",28.63423199,77.36989718,19,25,59,Dense (20+)
8623,Barista,"Shipra Mall, Indirapuram",28.63404167,77.37024722,19,26,60,Dense (20+)
1318,Baskin Robbins,"Shipra Mall, Indirapuram",28.63392778,77.3704,19,27,58,Dense (20+)
311523,Burger King,"Shipra Mall, Indirapuram",28.63388299,77.36986466,18,27,60,Dense (20+)
8590,Cafe Coffee Day,"Shipra Mall, Indirapuram",28.63404722,77.37020833,19,26,60,Dense (20+)
8583,Chinese X'Press,"Shipra Mall, Indirapuram",28.63388299,77.36986466,18,27,60,Dense (20+)
300756,Cinch,"Shipra Mall, Indirapuram",28.63412753,77.36972552,18,26,59,Dense (20+)
4239,Costa Coffee,"Shipra Mall, Indirapuram",28.634123,77.370576,19,26,58,Dense (20+)
18168161,Domino's Pizza,"Shipra Mall, Indirapuram",28.63407809,77.36981537,18,26,59,Dense (20+)
18381223,Dosa X'press,"Shipra Mall, Indirapuram",28.63378764,77.36972786,17,27,60,Dense (20+)
18034077,Kebab Xpress,"Shipra Mall, Indirapuram",28.63383826,77.36959241,17,27,60,Dense (20+)
3824,Let's Noodle,"Shipra Mall, Indirapuram",28.63421758,77.36971814,18,25,59,Dense (20+)
2572,McDonald's,"Shipra Mall, Indirapuram",28.63401924,77.37036925,19,26,58,Dense (20+)
8595,Mx Corn,"Shipra Mall, Indirapuram",28.63431586,77.36987706,19,25,59,Dense (20+)
309702,Dunkin' Donuts,"Shipra Mall, Indirapuram",28.634175,77.37019444,19,26,58,Dense (20+)
8601,Haldiram's,"Shipra Mall, Indirapuram",28.6339389,77.37023715,19,27,60,Dense (20+)
1683,Pind Balluchi,"Shipra Mall, Indirapuram",28.63397039,77.37016473,19,27,60,Dense (20+)
301670,Maini Restaurant,Surya Nagar,28.6698582,77.3252184,0,22,94,Dense (20+)
17953902,The Dosa King,Surya Nagar,28.6644658,77.3231543,1,27,117,Dense (20+)
18396451,K Lab," ILD Trade Centre Mall, Sohna Road",28.4248315,77.0393103,11,22,49,Dense (20+)
18237941,Pind Balluchi," ILD Trade Centre Mall, Sohna Road",28.4249125,77.0392204,11,22,49,Dense (20+)
2787,Punjab Grill,"Ambience Mall, Gurgaon",28.5030769,77.0971178,1,8,139,Moderate (6-20)
3431,Zambar,"Ambience Mall, Gurgaon",28.5026128,77.0971853,1,10,140,Moderate (6-20)
303699,Cakes & More,"Ansal Plaza Mall, Palam Vihar",28.5114162,77.0420091,11,15,49,Moderate (6-20)
5915,Kwality Wall's Swirl's,"Ansal Plaza Mall, Palam Vihar",28.5114567,77.0419641,11,15,49,Moderate (6-20)
7076,Yo! Dimsum,"Ansal Plaza Mall, Palam Vihar",28.5115059,77.0420091,11,15,49,Moderate (6-20)
311866,Mx Corn,"Ansal Plaza Mall, Palam Vihar",28.5114067,77.0418253,11,15,49,Moderate (6-20)
300439,Red,Ardee City,28.44070881,77.08785083,2,9,128,Moderate (6-20)
18458334,Rocketchefs,Ardee City,28.4423933,77.0855313,4,9,128,Moderate (6-20)
18353710,The Fresh Chicken Store,Ardee City,28.4418793,77.0757671,4,22,102,Dense (20+)
18291229,Achoos Food Corner,Ardee City,28.4347278,77.0787681,5,21,71,Dense (20+)
18398616,Aha Bites,Ardee City,28.4308575,77.0898569,7,13,103,Moderate (6-20)
18430561,Ancient Spice,Ardee City,28.432548,77.0780576,7,19,64,Moderate (6-20)
18445248,Chimney - The Takeaway,Ardee City,28.440599,77.078405,5,24,81,Dense (20+)
18313132,Costa Coffee,Ardee City,28.4319102,77.0735119,4,14,64,Moderate (6-20)
18433874,Good to Go,Ardee City,28.436274,77.0738947,6,18,80,Moderate (6-20)
18291231,Gopi Sweets & Caters,Ardee City,28.4346864,77.0787448,5,21,71,Dense (20+)
18352271,Lavi Foji Dhaba,Ardee City,28.4406523,77.081492,4,18,103,Moderate (6-20)
18291233,Narayan Fast Food Home,Ardee City,28.4353217,77.0762723,10,22,73,Dense (20+)
18441809,OMG Kitchenz,Ardee City,28.4370922,77.0728193,5,17,82,Moderate (6-20)
18349508,OMG Tiffinz,Ardee City,28.4371161,77.0728605,5,17,82,Moderate (6-20)
18217127,Sardarji Chicken Point,Ardee City,28.4394519,77.0754948,8,22,87,Dense (20+)
18471335,Solty Hotel,Ardee City,28.430634,77.0837565,3,18,69,Moderate (6-20)
18429842,The Burger Chef,Ardee City,28.4419493,77.0756612,4,22,104,Dense (20+)
5904,Club Tokyo - Best Western Skycity Hotel,"Best Western Skycity Hotel, Sector 15, Gurgaon",28.4580879,77.0347151,12,30,111,Dense (20+)
5876,Lattitude - Skycity Hotel,"Best Western Skycity Hotel, Sector 15, Gurgaon",28.4582412,77.0349627,12,30,112,Dense (20+)
872,Bisque Bakery,"Central Arcade, DLF Phase 2, Gurgaon",28.4807592,77.0857204,23,94,303,Dense (20+)
18365849,Behrouz Biryani,"Central Plaza Mall, Golf Course Road",28.4434069,77.1006623,23,58,101,Dense (20+)
227,Domino's Pizza,"Central Plaza Mall, Golf Course Road",28.4428671,77.1010066,19,56,108,Dense (20+)
